A,B,linkA,linkB,prerequisites,source,domin,language
Mathematics,Domain_of_a_function,https://en.wikipedia.org/wiki/Mathematics,https://en.wikipedia.org/wiki/Domain_of_a_function,A->B,AL-CPL,precalculus,en
Algebra,Algebraic_expression,https://en.wikipedia.org/wiki/Algebra,https://en.wikipedia.org/wiki/Algebraic_expression,A->B,AL-CPL,precalculus,en
Arithmetic,Polynomial_long_division,https://en.wikipedia.org/wiki/Arithmetic,https://en.wikipedia.org/wiki/Polynomial_long_division,A->B,AL-CPL,precalculus,en
Number,Descartes'_rule_of_signs,https://en.wikipedia.org/wiki/Number,https://en.wikipedia.org/wiki/Descartes%27_rule_of_signs,A->B,AL-CPL,precalculus,en
Polynomial,Binomial_coefficient,https://en.wikipedia.org/wiki/Polynomial,https://en.wikipedia.org/wiki/Binomial_coefficient,A->B,AL-CPL,precalculus,en
Number,Linear_inequality,https://en.wikipedia.org/wiki/Number,https://en.wikipedia.org/wiki/Linear_inequality,A->B,AL-CPL,precalculus,en
Algebraic_expression,Number,https://en.wikipedia.org/wiki/Algebraic_expression,https://en.wikipedia.org/wiki/Number,None,AL-CPL,precalculus,en
Multiplication,Algebraic_expression,https://en.wikipedia.org/wiki/Multiplication,https://en.wikipedia.org/wiki/Algebraic_expression,A->B,AL-CPL,precalculus,en
Integer,Subtraction,https://en.wikipedia.org/wiki/Integer,https://en.wikipedia.org/wiki/Subtraction,None,AL-CPL,precalculus,en
Main_diagonal,Identity_matrix,https://en.wikipedia.org/wiki/Main_diagonal,https://en.wikipedia.org/wiki/Identity_matrix,A->B,AL-CPL,precalculus,en
Graph_of_a_function,Quadratic_equation,https://en.wikipedia.org/wiki/Graph_of_a_function,https://en.wikipedia.org/wiki/Quadratic_equation,None,AL-CPL,precalculus,en
Arithmetic,Homogeneous_polynomial,https://en.wikipedia.org/wiki/Arithmetic,https://en.wikipedia.org/wiki/Homogeneous_polynomial,A->B,AL-CPL,precalculus,en
Line每line_intersection,Point_(geometry),https://en.wikipedia.org/wiki/Line%E2%80%93line_intersection,https://en.wikipedia.org/wiki/Point_(geometry),None,AL-CPL,precalculus,en
Natural_number,Addition,https://en.wikipedia.org/wiki/Natural_number,https://en.wikipedia.org/wiki/Addition,None,AL-CPL,precalculus,en
Geometry,Rotation_(mathematics),https://en.wikipedia.org/wiki/Geometry,https://en.wikipedia.org/wiki/Rotation_(mathematics),A->B,AL-CPL,precalculus,en
Parity_(mathematics),Prime_number,https://en.wikipedia.org/wiki/Parity_(mathematics),https://en.wikipedia.org/wiki/Prime_number,None,AL-CPL,precalculus,en
Pythagorean_trigonometric_identity,Mathematics,https://en.wikipedia.org/wiki/Pythagorean_trigonometric_identity,https://en.wikipedia.org/wiki/Mathematics,None,AL-CPL,precalculus,en
Mathematics,Trigonometric_functions,https://en.wikipedia.org/wiki/Mathematics,https://en.wikipedia.org/wiki/Trigonometric_functions,A->B,AL-CPL,precalculus,en
Multiplicative_inverse,E_(mathematical_constant),https://en.wikipedia.org/wiki/Multiplicative_inverse,https://en.wikipedia.org/wiki/E_(mathematical_constant),None,AL-CPL,precalculus,en
Cartesian_coordinate_system,Coordinate_system,https://en.wikipedia.org/wiki/Cartesian_coordinate_system,https://en.wikipedia.org/wiki/Coordinate_system,None,AL-CPL,precalculus,en
Edge_(geometry),Mathematics,https://en.wikipedia.org/wiki/Edge_(geometry),https://en.wikipedia.org/wiki/Mathematics,None,AL-CPL,precalculus,en
Closed_set,Rational_number,https://en.wikipedia.org/wiki/Closed_set,https://en.wikipedia.org/wiki/Rational_number,None,AL-CPL,precalculus,en
Associative_property,Union_(set_theory),https://en.wikipedia.org/wiki/Associative_property,https://en.wikipedia.org/wiki/Union_(set_theory),None,AL-CPL,precalculus,en
Inequality_(mathematics),Linear_inequality,https://en.wikipedia.org/wiki/Inequality_(mathematics),https://en.wikipedia.org/wiki/Linear_inequality,A->B,AL-CPL,precalculus,en
Inequality_(mathematics),Number,https://en.wikipedia.org/wiki/Inequality_(mathematics),https://en.wikipedia.org/wiki/Number,None,AL-CPL,precalculus,en
Real_number,Commutative_property,https://en.wikipedia.org/wiki/Real_number,https://en.wikipedia.org/wiki/Commutative_property,None,AL-CPL,precalculus,en
Rational_root_theorem,Mathematics,https://en.wikipedia.org/wiki/Rational_root_theorem,https://en.wikipedia.org/wiki/Mathematics,None,AL-CPL,precalculus,en
Matrix_(mathematics),Linear_function,https://en.wikipedia.org/wiki/Matrix_(mathematics),https://en.wikipedia.org/wiki/Linear_function,None,AL-CPL,precalculus,en
Mathematics,Division_by_zero,https://en.wikipedia.org/wiki/Mathematics,https://en.wikipedia.org/wiki/Division_by_zero,A->B,AL-CPL,precalculus,en
Geometry,Secant_line,https://en.wikipedia.org/wiki/Geometry,https://en.wikipedia.org/wiki/Secant_line,A->B,AL-CPL,precalculus,en
Vector_field,Scalar_multiplication,https://en.wikipedia.org/wiki/Vector_field,https://en.wikipedia.org/wiki/Scalar_multiplication,None,AL-CPL,precalculus,en
Geometry,Quadrant_(plane_geometry),https://en.wikipedia.org/wiki/Geometry,https://en.wikipedia.org/wiki/Quadrant_(plane_geometry),A->B,AL-CPL,precalculus,en
Geometry,Zero_of_a_function,https://en.wikipedia.org/wiki/Geometry,https://en.wikipedia.org/wiki/Zero_of_a_function,None,AL-CPL,precalculus,en
Arithmetic,Common_logarithm,https://en.wikipedia.org/wiki/Arithmetic,https://en.wikipedia.org/wiki/Common_logarithm,A->B,AL-CPL,precalculus,en
Cone,Conic_section,https://en.wikipedia.org/wiki/Cone,https://en.wikipedia.org/wiki/Conic_section,A->B,AL-CPL,precalculus,en
Point_(geometry),Right_triangle,https://en.wikipedia.org/wiki/Point_(geometry),https://en.wikipedia.org/wiki/Right_triangle,A->B,AL-CPL,precalculus,en
Mathematics,Algebraic_expression,https://en.wikipedia.org/wiki/Mathematics,https://en.wikipedia.org/wiki/Algebraic_expression,A->B,AL-CPL,precalculus,en
Natural_logarithm,Mathematics,https://en.wikipedia.org/wiki/Natural_logarithm,https://en.wikipedia.org/wiki/Mathematics,None,AL-CPL,precalculus,en
Function_(mathematics),Monotonic_function,https://en.wikipedia.org/wiki/Function_(mathematics),https://en.wikipedia.org/wiki/Monotonic_function,A->B,AL-CPL,precalculus,en
Function_(mathematics),Set_(mathematics),https://en.wikipedia.org/wiki/Function_(mathematics),https://en.wikipedia.org/wiki/Set_(mathematics),None,AL-CPL,precalculus,en
Matrix_(mathematics),Matrix_multiplication,https://en.wikipedia.org/wiki/Matrix_(mathematics),https://en.wikipedia.org/wiki/Matrix_multiplication,A->B,AL-CPL,precalculus,en
Law_of_sines,Geometry,https://en.wikipedia.org/wiki/Law_of_sines,https://en.wikipedia.org/wiki/Geometry,None,AL-CPL,precalculus,en
Equality_(mathematics),Linear_inequality,https://en.wikipedia.org/wiki/Equality_(mathematics),https://en.wikipedia.org/wiki/Linear_inequality,A->B,AL-CPL,precalculus,en
Function_(mathematics),Natural_number,https://en.wikipedia.org/wiki/Function_(mathematics),https://en.wikipedia.org/wiki/Natural_number,None,AL-CPL,precalculus,en
Mathematics,Exponentiation,https://en.wikipedia.org/wiki/Mathematics,https://en.wikipedia.org/wiki/Exponentiation,A->B,AL-CPL,precalculus,en
Parametric_equation,Mathematics,https://en.wikipedia.org/wiki/Parametric_equation,https://en.wikipedia.org/wiki/Mathematics,None,AL-CPL,precalculus,en
Derivative,Displacement_(vector),https://en.wikipedia.org/wiki/Derivative,https://en.wikipedia.org/wiki/Displacement_(geometry),None,AL-CPL,precalculus,en
Sine,Pythagorean_trigonometric_identity,https://en.wikipedia.org/wiki/Sine,https://en.wikipedia.org/wiki/Pythagorean_trigonometric_identity,None,AL-CPL,precalculus,en
Equality_(mathematics),Parametric_equation,https://en.wikipedia.org/wiki/Equality_(mathematics),https://en.wikipedia.org/wiki/Parametric_equation,A->B,AL-CPL,precalculus,en
Conic_section,Plane_curve,https://en.wikipedia.org/wiki/Conic_section,https://en.wikipedia.org/wiki/Plane_curve,None,AL-CPL,precalculus,en
Coordinate_system,Analytic_geometry,https://en.wikipedia.org/wiki/Coordinate_system,https://en.wikipedia.org/wiki/Analytic_geometry,A->B,AL-CPL,precalculus,en
Number,Natural_number,https://en.wikipedia.org/wiki/Number,https://en.wikipedia.org/wiki/Natural_number,A->B,AL-CPL,precalculus,en
Number,Binomial_coefficient,https://en.wikipedia.org/wiki/Number,https://en.wikipedia.org/wiki/Binomial_coefficient,A->B,AL-CPL,precalculus,en
Linear_equation,System_of_linear_equations,https://en.wikipedia.org/wiki/Linear_equation,https://en.wikipedia.org/wiki/System_of_linear_equations,A->B,AL-CPL,precalculus,en
Polygon,Point_(geometry),https://en.wikipedia.org/wiki/Polygon,https://en.wikipedia.org/wiki/Point_(geometry),None,AL-CPL,precalculus,en
Arithmetic,Mathematics,https://en.wikipedia.org/wiki/Arithmetic,https://en.wikipedia.org/wiki/Mathematics,None,AL-CPL,precalculus,en
Natural_logarithm,Exponentiation,https://en.wikipedia.org/wiki/Natural_logarithm,https://en.wikipedia.org/wiki/Exponentiation,None,AL-CPL,precalculus,en
Analytic_geometry,Number,https://en.wikipedia.org/wiki/Analytic_geometry,https://en.wikipedia.org/wiki/Number,None,AL-CPL,precalculus,en
Function_(mathematics),Transformation_(function),https://en.wikipedia.org/wiki/Function_(mathematics),https://en.wikipedia.org/wiki/Transformation_(function),A->B,AL-CPL,precalculus,en
Cross_product,Multiplication,https://en.wikipedia.org/wiki/Cross_product,https://en.wikipedia.org/wiki/Multiplication,None,AL-CPL,precalculus,en
Empty_set,Natural_number,https://en.wikipedia.org/wiki/Empty_set,https://en.wikipedia.org/wiki/Natural_number,None,AL-CPL,precalculus,en
Graph_of_a_function,Polynomial,https://en.wikipedia.org/wiki/Graph_of_a_function,https://en.wikipedia.org/wiki/Polynomial,None,AL-CPL,precalculus,en
Polynomial,Number,https://en.wikipedia.org/wiki/Polynomial,https://en.wikipedia.org/wiki/Number,None,AL-CPL,precalculus,en
Mathematics,Rotation_of_axes,https://en.wikipedia.org/wiki/Mathematics,https://en.wikipedia.org/wiki/Rotation_of_axes,A->B,AL-CPL,precalculus,en
Integer,Equation,https://en.wikipedia.org/wiki/Integer,https://en.wikipedia.org/wiki/Equation,None,AL-CPL,precalculus,en
Cartesian_coordinate_system,Circle,https://en.wikipedia.org/wiki/Cartesian_coordinate_system,https://en.wikipedia.org/wiki/Circle,None,AL-CPL,precalculus,en
Subtraction,Mathematics,https://en.wikipedia.org/wiki/Subtraction,https://en.wikipedia.org/wiki/Mathematics,None,AL-CPL,precalculus,en
Geometry,Sine,https://en.wikipedia.org/wiki/Geometry,https://en.wikipedia.org/wiki/Sine,A->B,AL-CPL,precalculus,en
Pythagorean_theorem,Unit_circle,https://en.wikipedia.org/wiki/Pythagorean_theorem,https://en.wikipedia.org/wiki/Unit_circle,None,AL-CPL,precalculus,en
Number,Simultaneous_equations,https://en.wikipedia.org/wiki/Number,https://en.wikipedia.org/wiki/System_of_equations,A->B,AL-CPL,precalculus,en
Cartesian_coordinate_system,Equation,https://en.wikipedia.org/wiki/Cartesian_coordinate_system,https://en.wikipedia.org/wiki/Equation,None,AL-CPL,precalculus,en
Distance,Function_(mathematics),https://en.wikipedia.org/wiki/Distance,https://en.wikipedia.org/wiki/Function_(mathematics),None,AL-CPL,precalculus,en
Force,Amplitude,https://en.wikipedia.org/wiki/Force,https://en.wikipedia.org/wiki/Amplitude,None,AL-CPL,precalculus,en
Mathematics,Degree_(angle),https://en.wikipedia.org/wiki/Mathematics,https://en.wikipedia.org/wiki/Degree_(angle),A->B,AL-CPL,precalculus,en
Real_line,Number,https://en.wikipedia.org/wiki/Real_line,https://en.wikipedia.org/wiki/Number,None,AL-CPL,precalculus,en
Descartes'_rule_of_signs,Polynomial,https://en.wikipedia.org/wiki/Descartes%27_rule_of_signs,https://en.wikipedia.org/wiki/Polynomial,None,AL-CPL,precalculus,en
Degree_of_a_polynomial,Logarithm,https://en.wikipedia.org/wiki/Degree_of_a_polynomial,https://en.wikipedia.org/wiki/Logarithm,None,AL-CPL,precalculus,en
Mathematics,Inverse_function,https://en.wikipedia.org/wiki/Mathematics,https://en.wikipedia.org/wiki/Inverse_function,A->B,AL-CPL,precalculus,en
Trigonometric_functions,Geometry,https://en.wikipedia.org/wiki/Trigonometric_functions,https://en.wikipedia.org/wiki/Geometry,None,AL-CPL,precalculus,en
Polynomial,Constant_function,https://en.wikipedia.org/wiki/Polynomial,https://en.wikipedia.org/wiki/Constant_function,None,AL-CPL,precalculus,en
Limit_of_a_sequence,Range_(statistics),https://en.wikipedia.org/wiki/Limit_of_a_sequence,https://en.wikipedia.org/wiki/Range_(statistics),None,AL-CPL,precalculus,en
Change_of_variables,Force,https://en.wikipedia.org/wiki/Change_of_variables,https://en.wikipedia.org/wiki/Force,None,AL-CPL,precalculus,en
Point_(geometry),Chord_(geometry),https://en.wikipedia.org/wiki/Point_(geometry),https://en.wikipedia.org/wiki/Chord_(geometry),A->B,AL-CPL,precalculus,en
Polynomial,Homogeneous_polynomial,https://en.wikipedia.org/wiki/Polynomial,https://en.wikipedia.org/wiki/Homogeneous_polynomial,A->B,AL-CPL,precalculus,en
Line_segment,Point_(geometry),https://en.wikipedia.org/wiki/Line_segment,https://en.wikipedia.org/wiki/Point_(geometry),None,AL-CPL,precalculus,en
Integer,Fundamental_theorem_of_algebra,https://en.wikipedia.org/wiki/Integer,https://en.wikipedia.org/wiki/Fundamental_theorem_of_algebra,A->B,AL-CPL,precalculus,en
Equation,Perpendicular,https://en.wikipedia.org/wiki/Equation,https://en.wikipedia.org/wiki/Perpendicular,None,AL-CPL,precalculus,en
Function_composition,Exponentiation,https://en.wikipedia.org/wiki/Function_composition,https://en.wikipedia.org/wiki/Exponentiation,None,AL-CPL,precalculus,en
Multiplicative_inverse,Sine,https://en.wikipedia.org/wiki/Multiplicative_inverse,https://en.wikipedia.org/wiki/Sine,None,AL-CPL,precalculus,en
Analytic_geometry,Equation,https://en.wikipedia.org/wiki/Analytic_geometry,https://en.wikipedia.org/wiki/Equation,None,AL-CPL,precalculus,en
Fundamental_theorem_of_algebra,Complex_number,https://en.wikipedia.org/wiki/Fundamental_theorem_of_algebra,https://en.wikipedia.org/wiki/Complex_number,None,AL-CPL,precalculus,en
Vector_(mathematics_and_physics),Euclidean_vector,https://en.wikipedia.org/wiki/Vector_(mathematics_and_physics),https://en.wikipedia.org/wiki/Euclidean_vector,A->B,AL-CPL,precalculus,en
Arithmetic,Exponential_function,https://en.wikipedia.org/wiki/Arithmetic,https://en.wikipedia.org/wiki/Exponential_function,A->B,AL-CPL,precalculus,en
Unit_circle,Curve,https://en.wikipedia.org/wiki/Unit_circle,https://en.wikipedia.org/wiki/Curve,None,AL-CPL,precalculus,en
Polygon,Geometry,https://en.wikipedia.org/wiki/Polygon,https://en.wikipedia.org/wiki/Geometry,None,AL-CPL,precalculus,en
Geometry,Sine_wave,https://en.wikipedia.org/wiki/Geometry,https://en.wikipedia.org/wiki/Sine_wave,A->B,AL-CPL,precalculus,en
Analytic_geometry,Line_(geometry),https://en.wikipedia.org/wiki/Analytic_geometry,https://en.wikipedia.org/wiki/Line_(geometry),None,AL-CPL,precalculus,en
Fundamental_theorem_of_algebra,Equation,https://en.wikipedia.org/wiki/Fundamental_theorem_of_algebra,https://en.wikipedia.org/wiki/Equation,None,AL-CPL,precalculus,en
Geometry,Asymptote,https://en.wikipedia.org/wiki/Geometry,https://en.wikipedia.org/wiki/Asymptote,A->B,AL-CPL,precalculus,en
Multiplicative_inverse,Rational_number,https://en.wikipedia.org/wiki/Multiplicative_inverse,https://en.wikipedia.org/wiki/Rational_number,None,AL-CPL,precalculus,en
Complex_number,Zero_(complex_analysis),https://en.wikipedia.org/wiki/Complex_number,https://en.wikipedia.org/wiki/Zeros_and_poles,A->B,AL-CPL,precalculus,en
Subtraction,Equation,https://en.wikipedia.org/wiki/Subtraction,https://en.wikipedia.org/wiki/Equation,None,AL-CPL,precalculus,en
Sine,Even_and_odd_functions,https://en.wikipedia.org/wiki/Sine,https://en.wikipedia.org/wiki/Even_and_odd_functions,None,AL-CPL,precalculus,en
Conic_section,Rotation_of_axes,https://en.wikipedia.org/wiki/Conic_section,https://en.wikipedia.org/wiki/Rotation_of_axes,None,AL-CPL,precalculus,en
Ellipse,Curve,https://en.wikipedia.org/wiki/Ellipse,https://en.wikipedia.org/wiki/Curve,None,AL-CPL,precalculus,en
Triangle,Spherical_law_of_cosines,https://en.wikipedia.org/wiki/Triangle,https://en.wikipedia.org/wiki/Spherical_law_of_cosines,None,AL-CPL,precalculus,en
Natural_number,Set_(mathematics),https://en.wikipedia.org/wiki/Natural_number,https://en.wikipedia.org/wiki/Set_(mathematics),None,AL-CPL,precalculus,en
Triangle,Law_of_sines,https://en.wikipedia.org/wiki/Triangle,https://en.wikipedia.org/wiki/Law_of_sines,A->B,AL-CPL,precalculus,en
Curve,Cone,https://en.wikipedia.org/wiki/Curve,https://en.wikipedia.org/wiki/Cone,A->B,AL-CPL,precalculus,en
Calculus,Base_(exponentiation),https://en.wikipedia.org/wiki/Calculus,https://en.wikipedia.org/wiki/Base_(exponentiation),None,AL-CPL,precalculus,en
Rational_root_theorem,Equality_(mathematics),https://en.wikipedia.org/wiki/Rational_root_theorem,https://en.wikipedia.org/wiki/Equality_(mathematics),None,AL-CPL,precalculus,en
Curve,Eccentricity_(mathematics),https://en.wikipedia.org/wiki/Curve,https://en.wikipedia.org/wiki/Eccentricity_(mathematics),A->B,AL-CPL,precalculus,en
Arithmetic,Division_(mathematics),https://en.wikipedia.org/wiki/Arithmetic,https://en.wikipedia.org/wiki/Division_(mathematics),A->B,AL-CPL,precalculus,en
Conic_section,Geometry,https://en.wikipedia.org/wiki/Conic_section,https://en.wikipedia.org/wiki/Geometry,None,AL-CPL,precalculus,en
Chord_(geometry),Mathematics,https://en.wikipedia.org/wiki/Chord_(geometry),https://en.wikipedia.org/wiki/Mathematics,None,AL-CPL,precalculus,en
Integer,Binomial,https://en.wikipedia.org/wiki/Integer,https://en.wikipedia.org/wiki/Binomial,A->B,AL-CPL,precalculus,en
Number,Multiplicative_inverse,https://en.wikipedia.org/wiki/Number,https://en.wikipedia.org/wiki/Multiplicative_inverse,A->B,AL-CPL,precalculus,en
Geometry,Area,https://en.wikipedia.org/wiki/Geometry,https://en.wikipedia.org/wiki/Area,None,AL-CPL,precalculus,en
Dependent_and_independent_variables,Mathematics,https://en.wikipedia.org/wiki/Dependent_and_independent_variables,https://en.wikipedia.org/wiki/Mathematics,None,AL-CPL,precalculus,en
Slope,Linear_function,https://en.wikipedia.org/wiki/Slope,https://en.wikipedia.org/wiki/Linear_function,None,AL-CPL,precalculus,en
Cartesian_coordinate_system,Line_(geometry),https://en.wikipedia.org/wiki/Cartesian_coordinate_system,https://en.wikipedia.org/wiki/Line_(geometry),None,AL-CPL,precalculus,en
Real_number,Linear_function,https://en.wikipedia.org/wiki/Real_number,https://en.wikipedia.org/wiki/Linear_function,None,AL-CPL,precalculus,en
Force,Simple_harmonic_motion,https://en.wikipedia.org/wiki/Force,https://en.wikipedia.org/wiki/Simple_harmonic_motion,A->B,AL-CPL,precalculus,en
Polynomial_long_division,Polynomial,https://en.wikipedia.org/wiki/Polynomial_long_division,https://en.wikipedia.org/wiki/Polynomial,None,AL-CPL,precalculus,en
Line_(geometry),Circular_sector,https://en.wikipedia.org/wiki/Line_(geometry),https://en.wikipedia.org/wiki/Circular_sector,A->B,AL-CPL,precalculus,en
Slope,Negative_number,https://en.wikipedia.org/wiki/Slope,https://en.wikipedia.org/wiki/Negative_number,None,AL-CPL,precalculus,en
Graph_of_a_function,Real_line,https://en.wikipedia.org/wiki/Graph_of_a_function,https://en.wikipedia.org/wiki/Real_line,None,AL-CPL,precalculus,en
Circle,Secant_line,https://en.wikipedia.org/wiki/Circle,https://en.wikipedia.org/wiki/Secant_line,None,AL-CPL,precalculus,en
Cartesian_coordinate_system,Unit_circle,https://en.wikipedia.org/wiki/Cartesian_coordinate_system,https://en.wikipedia.org/wiki/Unit_circle,None,AL-CPL,precalculus,en
Addition,Exponentiation,https://en.wikipedia.org/wiki/Addition,https://en.wikipedia.org/wiki/Exponentiation,None,AL-CPL,precalculus,en
Open_set,Set_(mathematics),https://en.wikipedia.org/wiki/Open_set,https://en.wikipedia.org/wiki/Set_(mathematics),None,AL-CPL,precalculus,en
Displacement_(vector),Line_(geometry),https://en.wikipedia.org/wiki/Displacement_(geometry),https://en.wikipedia.org/wiki/Line_(geometry),None,AL-CPL,precalculus,en
Multiplication,Base_(exponentiation),https://en.wikipedia.org/wiki/Multiplication,https://en.wikipedia.org/wiki/Base_(exponentiation),A->B,AL-CPL,precalculus,en
Function_(mathematics),Floor_and_ceiling_functions,https://en.wikipedia.org/wiki/Function_(mathematics),https://en.wikipedia.org/wiki/Floor_and_ceiling_functions,None,AL-CPL,precalculus,en
Mathematics,Vector_field,https://en.wikipedia.org/wiki/Mathematics,https://en.wikipedia.org/wiki/Vector_field,None,AL-CPL,precalculus,en
Mathematics,Dot_product,https://en.wikipedia.org/wiki/Mathematics,https://en.wikipedia.org/wiki/Dot_product,A->B,AL-CPL,precalculus,en
Asymptote,Mathematics,https://en.wikipedia.org/wiki/Asymptote,https://en.wikipedia.org/wiki/Mathematics,None,AL-CPL,precalculus,en
Line_(geometry),Sine_wave,https://en.wikipedia.org/wiki/Line_(geometry),https://en.wikipedia.org/wiki/Sine_wave,A->B,AL-CPL,precalculus,en
Inequality_(mathematics),Integer,https://en.wikipedia.org/wiki/Inequality_(mathematics),https://en.wikipedia.org/wiki/Integer,None,AL-CPL,precalculus,en
Common_logarithm,Logarithm,https://en.wikipedia.org/wiki/Common_logarithm,https://en.wikipedia.org/wiki/Logarithm,None,AL-CPL,precalculus,en
Fundamental_theorem_of_algebra,Real_number,https://en.wikipedia.org/wiki/Fundamental_theorem_of_algebra,https://en.wikipedia.org/wiki/Real_number,None,AL-CPL,precalculus,en
Function_(mathematics),Addition,https://en.wikipedia.org/wiki/Function_(mathematics),https://en.wikipedia.org/wiki/Addition,None,AL-CPL,precalculus,en
Descartes'_rule_of_signs,Addition,https://en.wikipedia.org/wiki/Descartes%27_rule_of_signs,https://en.wikipedia.org/wiki/Addition,None,AL-CPL,precalculus,en
Number,Analytic_geometry,https://en.wikipedia.org/wiki/Number,https://en.wikipedia.org/wiki/Analytic_geometry,A->B,AL-CPL,precalculus,en
Identity_matrix,Minor_(linear_algebra),https://en.wikipedia.org/wiki/Identity_matrix,https://en.wikipedia.org/wiki/Minor_(linear_algebra),None,AL-CPL,precalculus,en
Mathematics,Multiplication,https://en.wikipedia.org/wiki/Mathematics,https://en.wikipedia.org/wiki/Multiplication,A->B,AL-CPL,precalculus,en
Edge_(geometry),Geometry,https://en.wikipedia.org/wiki/Edge_(geometry),https://en.wikipedia.org/wiki/Geometry,None,AL-CPL,precalculus,en
Mathematics,Mathematical_induction,https://en.wikipedia.org/wiki/Mathematics,https://en.wikipedia.org/wiki/Mathematical_induction,A->B,AL-CPL,precalculus,en
Natural_logarithm,Real_number,https://en.wikipedia.org/wiki/Natural_logarithm,https://en.wikipedia.org/wiki/Real_number,None,AL-CPL,precalculus,en
Commutative_property,Function_composition,https://en.wikipedia.org/wiki/Commutative_property,https://en.wikipedia.org/wiki/Function_composition,None,AL-CPL,precalculus,en
Function_(mathematics),Graph_of_a_function,https://en.wikipedia.org/wiki/Function_(mathematics),https://en.wikipedia.org/wiki/Graph_of_a_function,A->B,AL-CPL,precalculus,en
Mathematical_proof,Parity_(mathematics),https://en.wikipedia.org/wiki/Mathematical_proof,https://en.wikipedia.org/wiki/Parity_(mathematics),None,AL-CPL,precalculus,en
Solution_of_triangles,Trigonometry,https://en.wikipedia.org/wiki/Solution_of_triangles,https://en.wikipedia.org/wiki/Trigonometry,None,AL-CPL,precalculus,en
Point_(geometry),Line_segment,https://en.wikipedia.org/wiki/Point_(geometry),https://en.wikipedia.org/wiki/Line_segment,A->B,AL-CPL,precalculus,en
Nth_root,Base_(exponentiation),https://en.wikipedia.org/wiki/Nth_root,https://en.wikipedia.org/wiki/Base_(exponentiation),None,AL-CPL,precalculus,en
Line每line_intersection,Mathematics,https://en.wikipedia.org/wiki/Line%E2%80%93line_intersection,https://en.wikipedia.org/wiki/Mathematics,None,AL-CPL,precalculus,en
Edge_(geometry),Line_segment,https://en.wikipedia.org/wiki/Edge_(geometry),https://en.wikipedia.org/wiki/Line_segment,None,AL-CPL,precalculus,en
Graph_of_a_function,Mathematics,https://en.wikipedia.org/wiki/Graph_of_a_function,https://en.wikipedia.org/wiki/Mathematics,None,AL-CPL,precalculus,en
Real_number,Range_(statistics),https://en.wikipedia.org/wiki/Real_number,https://en.wikipedia.org/wiki/Range_(statistics),None,AL-CPL,precalculus,en
Line_(geometry),Chord_(geometry),https://en.wikipedia.org/wiki/Line_(geometry),https://en.wikipedia.org/wiki/Chord_(geometry),A->B,AL-CPL,precalculus,en
Equation,Linear_inequality,https://en.wikipedia.org/wiki/Equation,https://en.wikipedia.org/wiki/Linear_inequality,A->B,AL-CPL,precalculus,en
Negative_number,Exponentiation,https://en.wikipedia.org/wiki/Negative_number,https://en.wikipedia.org/wiki/Exponentiation,None,AL-CPL,precalculus,en
Scalar_multiplication,Vector_(mathematics_and_physics),https://en.wikipedia.org/wiki/Scalar_multiplication,https://en.wikipedia.org/wiki/Vector_(mathematics_and_physics),None,AL-CPL,precalculus,en
Multiplicative_inverse,Natural_logarithm,https://en.wikipedia.org/wiki/Multiplicative_inverse,https://en.wikipedia.org/wiki/Natural_logarithm,None,AL-CPL,precalculus,en
Interval_(mathematics),Set_(mathematics),https://en.wikipedia.org/wiki/Interval_(mathematics),https://en.wikipedia.org/wiki/Set_(mathematics),None,AL-CPL,precalculus,en
Line_(geometry),Curve,https://en.wikipedia.org/wiki/Line_(geometry),https://en.wikipedia.org/wiki/Curve,A->B,AL-CPL,precalculus,en
Polynomial,Arithmetic,https://en.wikipedia.org/wiki/Polynomial,https://en.wikipedia.org/wiki/Arithmetic,None,AL-CPL,precalculus,en
Unit_circle,Line_(geometry),https://en.wikipedia.org/wiki/Unit_circle,https://en.wikipedia.org/wiki/Line_(geometry),None,AL-CPL,precalculus,en
Piecewise,Function_(mathematics),https://en.wikipedia.org/wiki/Piecewise,https://en.wikipedia.org/wiki/Function_(mathematics),None,AL-CPL,precalculus,en
Line_(geometry),System_of_linear_equations,https://en.wikipedia.org/wiki/Line_(geometry),https://en.wikipedia.org/wiki/System_of_linear_equations,A->B,AL-CPL,precalculus,en
Polynomial,Exponentiation,https://en.wikipedia.org/wiki/Polynomial,https://en.wikipedia.org/wiki/Exponentiation,None,AL-CPL,precalculus,en
Absolute_value,Sign_(mathematics),https://en.wikipedia.org/wiki/Absolute_value,https://en.wikipedia.org/wiki/Sign_(mathematics),None,AL-CPL,precalculus,en
Rational_number,Set_(mathematics),https://en.wikipedia.org/wiki/Rational_number,https://en.wikipedia.org/wiki/Set_(mathematics),None,AL-CPL,precalculus,en
Limit_of_a_sequence,Floor_and_ceiling_functions,https://en.wikipedia.org/wiki/Limit_of_a_sequence,https://en.wikipedia.org/wiki/Floor_and_ceiling_functions,None,AL-CPL,precalculus,en
Complex_number,Multiplication,https://en.wikipedia.org/wiki/Complex_number,https://en.wikipedia.org/wiki/Multiplication,None,AL-CPL,precalculus,en
Distance,Analytic_geometry,https://en.wikipedia.org/wiki/Distance,https://en.wikipedia.org/wiki/Analytic_geometry,A->B,AL-CPL,precalculus,en
Plane_(geometry),Geometry,https://en.wikipedia.org/wiki/Plane_(geometry),https://en.wikipedia.org/wiki/Geometry,None,AL-CPL,precalculus,en
